province,date,temp_max,temp_min,wind_speed,precipitation,humidity
HA NOI,2009-03-15,26.0,15.0,6.0,0.0,59.0
HA NOI,2010-03-15,36.0,23.0,7.0,0.8,64.0
HA NOI,2011-03-15,20.0,12.0,9.0,45.0,94.0
HA NOI,2012-03-15,28.0,18.0,6.0,0.1,75.0
HA NOI,2013-03-15,29.0,22.0,12.0,3.2,79.0
HA NOI,2014-03-15,25.0,16.0,7.0,0.1,66.0
HA NOI,2015-03-15,26.0,18.0,9.0,1.7,73.0
HA NOI,2016-03-15,27.0,18.0,12.0,0.0,61.0
HA NOI,2017-03-15,27.0,20.0,11.0,0.5,76.0
HA NOI,2018-03-15,28.0,22.0,14.0,0.7,78.0
HA NOI,2019-03-15,21.0,19.0,12.0,2.5,74.0
HA NOI,2020-03-15,24.0,20.0,9.0,0.6,73.0
HA NOI,2021-03-15,27.0,22.0,16.0,0.5,77.0
HA NOI,2009-03-22,39.0,23.0,8.0,0.0,67.0
HA NOI,2010-03-22,33.0,21.0,14.0,0.4,75.0
HA NOI,2011-03-22,21.0,17.0,9.0,3.6,85.0
HA NOI,2012-03-22,29.0,23.0,14.0,1.0,81.0
HA NOI,2013-03-22,30.0,25.0,12.0,0.5,79.0
HA NOI,2014-03-22,24.0,14.0,6.0,0.3,70.0
HA NOI,2015-03-22,28.0,21.0,13.0,0.4,76.0
HA NOI,2016-03-22,29.0,24.0,14.0,2.1,82.0
HA NOI,2017-03-22,31.0,23.0,14.0,1.3,80.0
HA NOI,2018-03-22,27.0,18.0,7.0,0.0,51.0
HA NOI,2019-03-22,32.0,24.0,13.0,0.1,79.0
HA NOI,2020-03-22,30.0,23.0,14.0,2.5,80.0
HA NOI,2021-03-22,16.0,15.0,15.0,1.4,68.0
HA NOI,2009-03-26,27.0,20.0,8.0,0.4,83.0
HA NOI,2010-03-26,27.0,15.0,9.0,0.0,41.0
HA NOI,2011-03-26,20.0,13.0,7.0,0.5,70.0
HA NOI,2012-03-26,28.0,17.0,7.0,0.0,54.0
HA NOI,2013-03-26,32.0,25.0,10.0,1.6,80.0
HA NOI,2014-03-26,25.0,18.0,8.0,0.2,69.0
HA NOI,2015-03-26,25.0,19.0,6.0,1.1,81.0
HA NOI,2016-03-26,24.0,16.0,9.0,0.0,63.0
HA NOI,2017-03-26,24.0,17.0,10.0,0.0,61.0
HA NOI,2018-03-26,29.0,20.0,9.0,0.4,74.0
HA NOI,2019-03-26,28.0,20.0,11.0,0.0,76.0
HA NOI,2020-03-26,30.0,24.0,20.0,0.2,78.0
HA NOI,2021-03-26,26.0,22.0,16.0,0.2,80.0
HA NOI,2009-03-25,23.0,21.0,5.0,4.9,88.0
HA NOI,2010-03-25,26.0,17.0,13.0,0.4,44.0
HA NOI,2011-03-25,22.0,14.0,6.0,0.0,66.0
HA NOI,2012-03-25,28.0,16.0,5.0,0.0,52.0
HA NOI,2013-03-25,33.0,25.0,13.0,0.8,77.0
HA NOI,2014-03-25,25.0,19.0,8.0,0.3,71.0
HA NOI,2015-03-25,23.0,18.0,7.0,4.3,83.0
HA NOI,2016-03-25,25.0,16.0,10.0,1.4,64.0
HA NOI,2017-03-25,23.0,19.0,12.0,5.2,78.0
HA NOI,2018-03-25,26.0,21.0,9.0,0.5,79.0
HA NOI,2019-03-25,26.0,18.0,10.0,0.7,67.0
HA NOI,2020-03-25,30.0,24.0,18.0,1.0,74.0
HA NOI,2021-03-25,28.0,20.0,11.0,0.1,78.0
HA NOI,2009-03-17,29.0,18.0,7.0,0.8,83.0
HA NOI,2010-03-17,29.0,16.0,5.0,0.0,67.0
HA NOI,2011-03-17,11.0,10.0,7.0,15.1,94.0
HA NOI,2012-03-17,29.0,23.0,9.0,4.3,83.0
HA NOI,2013-03-17,31.0,23.0,11.0,0.4,79.0
HA NOI,2014-03-17,25.0,20.0,8.0,0.4,81.0
HA NOI,2015-03-17,26.0,19.0,9.0,0.8,82.0
HA NOI,2016-03-17,30.0,21.0,10.0,0.2,75.0
HA NOI,2017-03-17,23.0,20.0,10.0,1.9,88.0
HA NOI,2018-03-17,28.0,22.0,16.0,4.5,81.0
HA NOI,2019-03-17,25.0,19.0,10.0,0.6,77.0
HA NOI,2020-03-17,27.0,23.0,17.0,0.9,79.0
HA NOI,2021-03-17,27.0,22.0,14.0,0.2,76.0
HA NOI,2009-03-23,40.0,23.0,7.0,0.0,61.0
HA NOI,2009-03-28,40.0,22.0,5.0,0.0,64.0
HA NOI,2010-03-28,31.0,16.0,5.0,0.0,65.0
HA NOI,2011-03-28,23.0,12.0,7.0,0.0,58.0
HA NOI,2012-03-28,29.0,21.0,7.0,1.2,77.0
HA NOI,2013-03-28,33.0,23.0,8.0,1.0,77.0
HA NOI,2014-03-28,30.0,22.0,11.0,0.7,82.0
HA NOI,2015-03-28,28.0,20.0,9.0,0.6,80.0
HA NOI,2016-03-28,22.0,17.0,9.0,0.2,63.0
HA NOI,2017-03-28,29.0,16.0,10.0,0.0,68.0
HA NOI,2018-03-28,28.0,21.0,13.0,0.5,72.0
HA NOI,2019-03-28,30.0,23.0,13.0,1.6,83.0
HA NOI,2010-03-23,37.0,23.0,12.0,0.0,68.0
HA NOI,2011-03-23,23.0,14.0,7.0,0.0,74.0
HA NOI,2012-03-23,24.0,18.0,12.0,0.8,76.0
HA NOI,2013-03-23,33.0,24.0,11.0,0.6,77.0
HA NOI,2014-03-23,22.0,17.0,5.0,0.7,75.0
HA NOI,2015-03-23,25.0,21.0,9.0,8.7,89.0
HA NOI,2016-03-23,31.0,22.0,11.0,7.9,78.0
HA NOI,2017-03-23,31.0,23.0,16.0,1.3,79.0
HA NOI,2018-03-23,28.0,18.0,9.0,0.0,61.0
HA NOI,2019-03-23,25.0,19.0,16.0,8.1,73.0
HA NOI,2020-03-23,31.0,23.0,14.0,0.6,76.0
HA NOI,2021-03-23,24.0,14.0,9.0,0.0,56.0
HA NOI,2020-03-28,28.0,25.0,15.0,1.8,78.0
HA NOI,2021-03-28,28.0,23.0,12.0,0.6,82.0
HA NOI,2009-03-29,25.0,22.0,8.0,1.4,78.0
HA NOI,2010-03-29,29.0,17.0,9.0,0.0,68.0
HA NOI,2011-03-29,21.0,15.0,5.0,2.3,69.0
HA NOI,2012-03-29,27.0,20.0,11.0,1.3,82.0
HA NOI,2013-03-29,27.0,23.0,7.0,4.8,81.0
HA NOI,2014-03-29,30.0,23.0,8.0,1.7,84.0
HA NOI,2015-03-29,28.0,21.0,14.0,0.5,84.0
HA NOI,2016-03-29,25.0,18.0,11.0,0.9,77.0
HA NOI,2017-03-29,27.0,20.0,10.0,0.2,84.0
HA NOI,2018-03-29,28.0,21.0,11.0,0.3,78.0
HA NOI,2019-03-29,30.0,24.0,13.0,1.1,80.0
HA NOI,2020-03-29,29.0,23.0,18.0,0.2,79.0
HA NOI,2021-03-29,32.0,23.0,13.0,0.4,79.0
HA NOI,2009-03-31,18.0,17.0,6.0,6.6,91.0
HA NOI,2010-03-31,32.0,20.0,11.0,7.0,78.0
HA NOI,2011-03-31,26.0,11.0,6.0,0.0,74.0
HA NOI,2012-03-31,25.0,20.0,12.0,2.5,67.0
HA NOI,2013-03-31,29.0,21.0,7.0,5.2,77.0
HA NOI,2014-03-31,36.0,23.0,9.0,0.3,75.0
HA NOI,2015-03-31,34.0,23.0,14.0,3.0,78.0
HA NOI,2016-03-31,26.0,21.0,11.0,0.4,81.0
HA NOI,2017-03-31,23.0,19.0,12.0,1.3,78.0
HA NOI,2018-03-31,29.0,20.0,9.0,0.3,76.0
HA NOI,2019-03-31,32.0,23.0,13.0,0.6,79.0
HA NOI,2020-03-31,28.0,23.0,13.0,2.2,85.0
HA NOI,2021-03-31,34.0,25.0,17.0,0.0,69.0
HA NOI,2009-04-03,30.0,19.0,5.0,0.5,83.0
HA NOI,2010-04-03,22.0,20.0,5.0,3.6,91.0
HA NOI,2011-04-03,28.0,16.0,7.0,0.0,79.0
HA NOI,2012-04-03,29.0,21.0,5.0,0.6,79.0
HA NOI,2013-04-03,33.0,25.0,14.0,2.7,83.0
HA NOI,2014-04-03,30.0,22.0,7.0,3.3,81.0
HA NOI,2015-04-03,40.0,26.0,12.0,0.0,46.0
HA NOI,2016-04-03,30.0,22.0,14.0,0.9,83.0
HA NOI,2017-04-03,28.0,18.0,10.0,0.0,67.0
HA NOI,2018-04-03,30.0,22.0,13.0,0.0,69.0
HA NOI,2019-04-03,31.0,23.0,14.0,2.1,79.0
HA NOI,2020-04-03,29.0,24.0,17.0,1.7,80.0
HA NOI,2021-04-03,30.0,24.0,15.0,0.3,77.0
HA NOI,2009-04-01,24.0,17.0,6.0,3.1,85.0
HA NOI,2010-04-01,37.0,22.0,10.0,0.7,71.0
HA NOI,2011-04-01,27.0,13.0,6.0,0.0,78.0
HA NOI,2012-04-01,31.0,18.0,8.0,0.0,57.0
HA NOI,2013-04-01,28.0,22.0,6.0,1.3,83.0
HA NOI,2014-04-01,30.0,24.0,7.0,2.5,80.0
HA NOI,2015-04-01,37.0,24.0,12.0,1.0,71.0
HA NOI,2016-04-01,28.0,21.0,12.0,0.2,85.0
HA NOI,2017-04-01,27.0,17.0,11.0,0.0,61.0
HA NOI,2018-04-01,29.0,21.0,10.0,0.0,71.0
HA NOI,2019-04-01,27.0,23.0,15.0,26.3,83.0
HA NOI,2020-04-01,26.0,19.0,9.0,1.0,82.0
HA NOI,2021-04-01,32.0,24.0,15.0,0.0,76.0
HA NOI,2009-04-04,31.0,20.0,8.0,4.9,82.0
HA NOI,2010-04-04,28.0,20.0,7.0,2.4,90.0
HA NOI,2011-04-04,26.0,17.0,6.0,0.5,81.0
HA NOI,2012-04-04,29.0,21.0,8.0,4.1,81.0
HA NOI,2013-04-04,35.0,25.0,12.0,1.1,80.0
HA NOI,2014-04-04,31.0,22.0,7.0,0.5,72.0
HA NOI,2015-04-04,40.0,26.0,13.0,0.0,52.0
HA NOI,2016-04-04,30.0,22.0,13.0,1.4,83.0
HA NOI,2017-04-04,27.0,20.0,14.0,0.7,81.0
HA NOI,2018-04-04,30.0,21.0,13.0,1.5,75.0
HA NOI,2019-04-04,30.0,24.0,14.0,4.0,80.0
HA NOI,2020-04-04,27.0,23.0,13.0,1.1,83.0
HA NOI,2021-04-04,28.0,24.0,9.0,1.6,79.0
HA NOI,2009-03-24,27.0,24.0,7.0,1.7,82.0
HA NOI,2010-03-24,38.0,23.0,11.0,0.0,64.0
HA NOI,2011-03-24,20.0,15.0,7.0,0.2,79.0
HA NOI,2012-03-24,26.0,17.0,9.0,0.0,46.0
HA NOI,2013-03-24,32.0,25.0,9.0,0.8,77.0
HA NOI,2014-03-24,18.0,18.0,3.0,0.9,86.0
HA NOI,2015-03-24,21.0,19.0,11.0,14.2,86.0
HA NOI,2016-03-24,19.0,17.0,14.0,2.9,74.0
HA NOI,2017-03-24,27.0,23.0,14.0,0.4,85.0
HA NOI,2018-03-24,26.0,19.0,10.0,0.1,76.0
HA NOI,2019-03-24,24.0,18.0,11.0,0.1,68.0
HA NOI,2020-03-24,29.0,24.0,16.0,0.2,75.0
HA NOI,2021-03-24,25.0,18.0,9.0,0.0,74.0
HA NOI,2009-04-02,23.0,17.0,6.0,2.1,85.0
HA NOI,2010-04-02,23.0,21.0,7.0,8.1,91.0
HA NOI,2011-04-02,25.0,17.0,6.0,0.4,85.0
HA NOI,2012-04-02,32.0,20.0,10.0,0.0,68.0
HA NOI,2013-04-02,32.0,24.0,10.0,2.1,82.0
HA NOI,2014-04-02,31.0,22.0,8.0,3.7,76.0
HA NOI,2015-04-02,39.0,24.0,13.0,0.0,58.0
HA NOI,2016-04-02,28.0,23.0,14.0,0.4,85.0
HA NOI,2017-04-02,27.0,17.0,8.0,0.0,59.0
HA NOI,2018-04-02,31.0,21.0,11.0,0.0,66.0
HA NOI,2019-04-02,28.0,22.0,11.0,1.1,81.0
HA NOI,2020-04-02,30.0,22.0,15.0,3.5,78.0
HA NOI,2021-04-02,29.0,24.0,14.0,0.7,82.0
HA NOI,2009-04-05,22.0,20.0,8.0,5.6,89.0
HA NOI,2010-04-05,32.0,22.0,8.0,0.5,85.0
HA NOI,2011-04-05,23.0,19.0,8.0,0.6,87.0
HA NOI,2012-04-05,31.0,23.0,6.0,3.7,83.0
HA NOI,2013-04-05,42.0,25.0,6.0,0.1,59.0
HA NOI,2014-04-05,29.0,21.0,9.0,2.3,80.0
HA NOI,2015-04-05,31.0,25.0,14.0,0.3,79.0
HA NOI,2016-04-05,33.0,24.0,15.0,4.6,79.0
HA NOI,2017-04-05,26.0,19.0,13.0,0.7,85.0
HA NOI,2018-04-05,31.0,21.0,13.0,0.0,75.0
HA NOI,2019-04-05,27.0,22.0,10.0,2.8,84.0
HA NOI,2020-04-05,24.0,22.0,10.0,8.0,89.0
HA NOI,2021-04-05,30.0,23.0,9.0,8.5,76.0
HA NOI,2009-03-20,30.0,22.0,8.0,3.5,88.0
HA NOI,2010-03-20,35.0,19.0,7.0,0.0,71.0
HA NOI,2011-03-20,28.0,15.0,5.0,0.1,88.0
HA NOI,2012-03-20,29.0,23.0,11.0,1.9,84.0
HA NOI,2013-03-20,35.0,25.0,9.0,2.4,76.0
HA NOI,2014-03-20,25.0,21.0,8.0,5.7,86.0
HA NOI,2015-03-20,28.0,23.0,13.0,0.6,83.0
HA NOI,2016-03-20,33.0,23.0,14.0,0.3,77.0
HA NOI,2017-03-20,29.0,23.0,13.0,0.6,85.0
HA NOI,2018-03-20,30.0,21.0,12.0,0.0,58.0
HA NOI,2019-03-20,32.0,24.0,16.0,0.3,78.0
HA NOI,2020-03-20,26.0,19.0,8.0,1.0,82.0
HA NOI,2021-03-20,28.0,24.0,14.0,0.7,77.0
HA NOI,2009-04-07,30.0,17.0,6.0,0.0,71.0
HA NOI,2010-04-07,24.0,22.0,5.0,5.7,91.0
HA NOI,2011-04-07,24.0,20.0,7.0,2.4,95.0
HA NOI,2012-04-07,23.0,21.0,8.0,14.0,88.0
HA NOI,2013-04-07,30.0,19.0,9.0,0.0,50.0
HA NOI,2014-04-07,29.0,23.0,11.0,9.3,83.0
HA NOI,2015-04-07,28.0,22.0,12.0,24.8,87.0
HA NOI,2016-04-07,32.0,23.0,10.0,0.1,81.0
HA NOI,2017-04-07,30.0,24.0,15.0,1.1,84.0
HA NOI,2018-04-07,23.0,15.0,12.0,0.0,46.0
HA NOI,2019-04-07,30.0,23.0,12.0,1.3,85.0
HA NOI,2020-04-07,24.0,21.0,10.0,6.9,91.0
HA NOI,2021-04-07,30.0,24.0,12.0,4.5,75.0
HA NOI,2009-04-09,31.0,22.0,10.0,0.9,78.0
HA NOI,2010-04-09,29.0,18.0,9.0,0.2,84.0
HA NOI,2011-04-09,28.0,18.0,5.0,0.1,81.0
HA NOI,2012-04-09,30.0,19.0,7.0,0.2,79.0
HA NOI,2013-04-09,29.0,22.0,6.0,1.3,76.0
HA NOI,2014-04-09,30.0,23.0,8.0,3.2,85.0
HA NOI,2015-04-09,25.0,17.0,9.0,0.2,71.0
HA NOI,2016-04-09,33.0,24.0,15.0,1.0,80.0
HA NOI,2017-04-09,39.0,23.0,9.0,0.0,70.0
HA NOI,2018-04-09,27.0,16.0,11.0,0.0,59.0
HA NOI,2019-04-09,35.0,25.0,13.0,0.1,77.0
HA NOI,2020-04-09,28.0,21.0,10.0,1.3,78.0
HA NOI,2021-04-09,23.0,21.0,7.0,13.6,83.0
HA NOI,2009-04-06,28.0,19.0,7.0,0.0,67.0
HA NOI,2010-04-06,35.0,23.0,8.0,0.3,79.0
HA NOI,2011-04-06,23.0,19.0,8.0,1.5,92.0
HA NOI,2012-04-06,29.0,23.0,8.0,1.5,83.0
HA NOI,2013-04-06,29.0,21.0,16.0,0.0,48.0
HA NOI,2014-04-06,32.0,21.0,6.0,0.2,78.0
HA NOI,2015-04-06,30.0,25.0,15.0,1.4,83.0
HA NOI,2016-04-06,33.0,23.0,13.0,0.2,80.0
HA NOI,2017-04-06,31.0,22.0,13.0,0.8,80.0
HA NOI,2018-04-06,23.0,19.0,15.0,2.2,74.0
HA NOI,2019-04-06,31.0,23.0,12.0,0.6,78.0
HA NOI,2020-04-06,22.0,18.0,7.0,4.8,88.0
HA NOI,2021-04-06,32.0,23.0,7.0,0.4,70.0
HA NOI,2009-04-08,27.0,19.0,7.0,0.4,82.0
HA NOI,2010-04-08,25.0,19.0,7.0,2.8,86.0
HA NOI,2011-04-08,25.0,20.0,7.0,1.2,89.0
HA NOI,2012-04-08,30.0,19.0,7.0,0.2,79.0
HA NOI,2013-04-08,28.0,20.0,7.0,1.0,75.0
HA NOI,2014-04-08,28.0,22.0,8.0,3.8,85.0
HA NOI,2015-04-08,22.0,17.0,12.0,2.8,75.0
HA NOI,2016-04-08,28.0,24.0,12.0,0.8,84.0
HA NOI,2017-04-08,36.0,23.0,13.0,2.4,76.0
HA NOI,2018-04-08,26.0,14.0,6.0,0.0,47.0
HA NOI,2019-04-08,33.0,25.0,15.0,0.5,79.0
HA NOI,2020-04-08,27.0,20.0,8.0,2.0,82.0
HA NOI,2021-04-08,29.0,23.0,12.0,16.6,81.0
HA NOI,2009-04-11,28.0,23.0,11.0,0.6,83.0
HA NOI,2010-04-11,40.0,24.0,9.0,0.0,68.0
HA NOI,2011-04-11,30.0,19.0,7.0,0.7,81.0
HA NOI,2012-04-11,32.0,22.0,8.0,0.7,82.0
HA NOI,2013-04-11,27.0,18.0,7.0,0.0,60.0
HA NOI,2014-04-11,31.0,24.0,12.0,2.8,83.0
HA NOI,2015-04-11,25.0,18.0,8.0,0.0,68.0
HA NOI,2016-04-11,31.0,24.0,10.0,0.7,78.0
HA NOI,2017-04-11,40.0,25.0,10.0,3.6,61.0
HA NOI,2018-04-11,30.0,22.0,11.0,0.3,83.0
HA NOI,2019-04-11,33.0,26.0,13.0,6.9,84.0
HA NOI,2020-04-11,30.0,24.0,14.0,0.9,81.0
HA NOI,2021-04-11,30.0,22.0,17.0,0.5,78.0
HA NOI,2009-04-12,31.0,23.0,9.0,0.5,81.0
HA NOI,2010-04-12,42.0,27.0,7.0,0.0,58.0
HA NOI,2011-04-12,29.0,17.0,8.0,0.0,76.0
HA NOI,2012-04-12,35.0,23.0,10.0,6.0,79.0
HA NOI,2013-04-12,29.0,20.0,8.0,0.0,53.0
HA NOI,2014-04-12,30.0,24.0,10.0,1.9,85.0
HA NOI,2015-04-12,30.0,21.0,10.0,0.0,55.0
HA NOI,2016-04-12,35.0,24.0,14.0,0.1,73.0
HA NOI,2017-04-12,24.0,21.0,10.0,2.9,72.0
HA NOI,2018-04-12,32.0,24.0,13.0,0.2,81.0
HA NOI,2019-04-12,29.0,25.0,16.0,4.3,85.0
HA NOI,2020-04-12,24.0,20.0,19.0,6.0,61.0
HA NOI,2021-04-12,29.0,23.0,15.0,0.4,79.0
HA NOI,2009-03-30,21.0,19.0,7.0,4.1,85.0
HA NOI,2010-03-30,30.0,20.0,11.0,2.7,76.0
HA NOI,2011-03-30,22.0,13.0,7.0,0.3,71.0
HA NOI,2012-03-30,28.0,20.0,8.0,0.5,77.0
HA NOI,2013-03-30,31.0,22.0,5.0,14.1,82.0
HA NOI,2014-03-30,33.0,24.0,11.0,0.4,79.0
HA NOI,2015-03-30,30.0,23.0,16.0,1.4,81.0
HA NOI,2016-03-30,26.0,20.0,13.0,0.3,79.0
HA NOI,2017-03-30,29.0,21.0,12.0,0.4,83.0
HA NOI,2018-03-30,28.0,21.0,10.0,0.1,80.0
HA NOI,2019-03-30,31.0,24.0,12.0,1.1,79.0
HA NOI,2020-03-30,28.0,25.0,16.0,0.4,83.0
HA NOI,2021-03-30,31.0,24.0,12.0,0.0,76.0
HA NOI,2009-04-13,36.0,22.0,8.0,1.8,76.0
HA NOI,2010-04-13,36.0,25.0,9.0,1.1,73.0
HA NOI,2011-04-13,30.0,19.0,8.0,0.0,75.0
HA NOI,2012-04-13,33.0,22.0,9.0,0.6,82.0
HA NOI,2013-04-13,31.0,18.0,7.0,0.0,54.0
HA NOI,2014-04-13,31.0,24.0,9.0,1.5,86.0
HA NOI,2015-04-13,23.0,20.0,5.0,0.0,72.0
HA NOI,2016-04-13,30.0,23.0,8.0,0.3,76.0
HA NOI,2017-04-13,29.0,21.0,7.0,0.1,62.0
HA NOI,2018-04-13,35.0,24.0,12.0,0.1,80.0
HA NOI,2019-04-13,32.0,25.0,17.0,2.6,84.0
HA NOI,2020-04-13,23.0,18.0,10.0,1.9,61.0
HA NOI,2021-04-13,30.0,23.0,12.0,0.9,77.0
HA NOI,2009-03-27,31.0,21.0,8.0,0.4,79.0
HA NOI,2010-03-27,29.0,14.0,6.0,0.1,63.0
HA NOI,2011-03-27,22.0,13.0,7.0,0.0,62.0
HA NOI,2012-03-27,27.0,17.0,6.0,0.0,70.0
HA NOI,2013-03-27,30.0,21.0,9.0,4.1,70.0
HA NOI,2014-03-27,29.0,19.0,10.0,0.4,78.0
HA NOI,2015-03-27,24.0,20.0,6.0,0.4,86.0
HA NOI,2016-03-27,24.0,17.0,7.0,0.0,55.0
HA NOI,2017-03-27,24.0,16.0,6.0,0.1,59.0
HA NOI,2018-03-27,28.0,20.0,10.0,0.0,68.0
HA NOI,2019-03-27,28.0,22.0,12.0,1.3,83.0
HA NOI,2020-03-27,30.0,24.0,14.0,0.7,80.0
HA NOI,2021-03-27,28.0,23.0,16.0,0.5,79.0
HA NOI,2009-04-17,35.0,24.0,11.0,2.4,76.0
HA NOI,2010-04-17,26.0,17.0,6.0,0.3,83.0
HA NOI,2011-04-17,32.0,23.0,6.0,5.8,84.0
HA NOI,2012-04-17,34.0,24.0,8.0,3.4,83.0
HA NOI,2013-04-17,37.0,22.0,8.0,0.4,71.0
HA NOI,2014-04-17,31.0,24.0,11.0,0.6,84.0
HA NOI,2015-04-17,33.0,23.0,17.0,0.1,72.0
HA NOI,2016-04-17,31.0,22.0,9.0,1.2,78.0
HA NOI,2017-04-17,32.0,24.0,8.0,17.4,83.0
HA NOI,2018-04-17,29.0,19.0,6.0,0.0,70.0
HA NOI,2019-04-17,30.0,23.0,12.0,0.3,81.0
HA NOI,2020-04-17,27.0,23.0,16.0,1.8,85.0
HA NOI,2021-04-17,27.0,19.0,13.0,4.2,82.0
HA NOI,2009-04-18,36.0,25.0,10.0,0.4,73.0
HA NOI,2010-04-18,30.0,20.0,6.0,0.7,85.0
HA NOI,2011-04-18,32.0,22.0,7.0,4.9,70.0
HA NOI,2012-04-18,36.0,24.0,9.0,1.8,80.0
HA NOI,2013-04-18,37.0,24.0,9.0,0.1,71.0
HA NOI,2014-04-18,33.0,25.0,11.0,0.8,82.0
HA NOI,2015-04-18,39.0,23.0,13.0,0.2,68.0
HA NOI,2016-04-18,33.0,22.0,9.0,0.1,75.0
HA NOI,2017-04-18,28.0,23.0,9.0,8.9,87.0
HA NOI,2018-04-18,30.0,20.0,8.0,0.0,66.0
HA NOI,2019-04-18,41.0,26.0,15.0,0.7,73.0
HA NOI,2020-04-18,29.0,23.0,15.0,1.9,84.0
HA NOI,2021-04-18,22.0,22.0,8.0,9.8,92.0
HA NOI,2009-04-14,35.0,23.0,5.0,3.3,75.0
HA NOI,2010-04-14,27.0,23.0,6.0,8.7,89.0
HA NOI,2011-04-14,28.0,19.0,7.0,0.2,82.0
HA NOI,2012-04-14,33.0,23.0,10.0,0.7,84.0
HA NOI,2013-04-14,34.0,21.0,5.0,0.5,66.0
HA NOI,2014-04-14,33.0,24.0,10.0,1.4,79.0
HA NOI,2015-04-14,30.0,22.0,8.0,0.4,80.0
HA NOI,2016-04-14,30.0,22.0,8.0,0.4,80.0
HA NOI,2017-04-14,31.0,20.0,10.0,0.0,71.0
HA NOI,2018-04-14,30.0,24.0,11.0,2.4,86.0
HA NOI,2019-04-14,32.0,26.0,15.0,11.9,84.0
HA NOI,2020-04-14,26.0,16.0,7.0,0.1,65.0
HA NOI,2021-04-14,29.0,24.0,13.0,0.3,79.0
HA NOI,2009-04-10,27.0,23.0,10.0,0.5,85.0
HA NOI,2010-04-10,37.0,23.0,8.0,0.6,77.0
HA NOI,2011-04-10,29.0,17.0,7.0,0.0,76.0
HA NOI,2012-04-10,33.0,20.0,8.0,0.3,80.0
HA NOI,2013-04-10,27.0,20.0,9.0,2.5,69.0
HA NOI,2014-04-10,31.0,23.0,12.0,1.7,83.0
HA NOI,2015-04-10,23.0,17.0,10.0,0.4,68.0
HA NOI,2016-04-10,36.0,23.0,12.0,0.8,77.0
HA NOI,2017-04-10,43.0,24.0,7.0,0.0,60.0
HA NOI,2018-04-10,28.0,19.0,13.0,0.1,76.0
HA NOI,2019-04-10,34.0,25.0,13.0,1.7,82.0
HA NOI,2020-04-10,29.0,21.0,13.0,0.3,80.0
HA NOI,2021-04-10,27.0,22.0,13.0,6.8,83.0
HA NOI,2009-04-19,40.0,27.0,7.0,0.0,51.0
HA NOI,2010-04-19,33.0,22.0,9.0,2.0,82.0
HA NOI,2011-04-19,32.0,20.0,5.0,0.0,66.0
HA NOI,2012-04-19,33.0,24.0,9.0,4.5,85.0
HA NOI,2013-04-19,39.0,24.0,10.0,0.0,71.0
HA NOI,2014-04-19,32.0,25.0,10.0,1.0,84.0
HA NOI,2015-04-19,42.0,24.0,10.0,0.0,62.0
HA NOI,2016-04-19,34.0,23.0,9.0,0.1,72.0
HA NOI,2017-04-19,36.0,23.0,11.0,0.2,74.0
HA NOI,2018-04-19,28.0,20.0,8.0,0.1,79.0
HA NOI,2019-04-19,43.0,26.0,8.0,0.0,62.0
HA NOI,2020-04-19,30.0,24.0,12.0,0.4,84.0
HA NOI,2021-04-19,28.0,22.0,12.0,10.1,85.0
HA NOI,2009-04-21,35.0,23.0,6.0,0.0,54.0
HA NOI,2010-04-21,41.0,25.0,7.0,0.4,64.0
HA NOI,2011-04-21,29.0,20.0,11.0,0.3,83.0
HA NOI,2012-04-21,33.0,23.0,9.0,2.4,68.0
HA NOI,2013-04-21,31.0,24.0,11.0,2.2,81.0
HA NOI,2014-04-21,33.0,24.0,11.0,5.1,83.0
HA NOI,2015-04-21,32.0,24.0,10.0,3.9,62.0
HA NOI,2016-04-21,31.0,25.0,11.0,0.9,78.0
HA NOI,2017-04-21,38.0,22.0,10.0,3.6,64.0
HA NOI,2018-04-21,31.0,24.0,16.0,1.0,81.0
HA NOI,2019-04-21,36.0,28.0,14.0,2.8,76.0
HA NOI,2020-04-21,32.0,25.0,13.0,0.6,83.0
HA NOI,2021-04-21,30.0,24.0,16.0,3.5,83.0
HA NOI,2009-04-22,36.0,23.0,9.0,0.1,62.0
HA NOI,2010-04-22,30.0,23.0,11.0,2.2,77.0
HA NOI,2011-04-22,30.0,22.0,6.0,2.1,85.0
HA NOI,2012-04-22,32.0,22.0,10.0,2.3,73.0
HA NOI,2013-04-22,32.0,24.0,11.0,1.7,83.0
HA NOI,2014-04-22,30.0,25.0,9.0,1.8,89.0
HA NOI,2015-04-22,26.0,22.0,7.0,9.5,78.0
HA NOI,2016-04-22,31.0,24.0,14.0,9.2,83.0
HA NOI,2017-04-22,28.0,20.0,10.0,0.1,59.0
HA NOI,2018-04-22,33.0,24.0,14.0,0.4,82.0
HA NOI,2019-04-22,38.0,27.0,15.0,2.6,75.0
HA NOI,2020-04-22,27.0,24.0,14.0,4.8,87.0
HA NOI,2021-04-22,31.0,25.0,16.0,0.5,81.0
HA NOI,2009-04-25,32.0,24.0,10.0,3.5,64.0
HA NOI,2010-04-25,31.0,20.0,8.0,1.3,81.0
HA NOI,2011-04-25,32.0,19.0,6.0,0.0,67.0
HA NOI,2012-04-25,42.0,28.0,7.0,0.0,55.0
HA NOI,2013-04-25,36.0,24.0,9.0,6.6,77.0
HA NOI,2014-04-25,36.0,27.0,11.0,5.0,80.0
HA NOI,2015-04-25,31.0,22.0,5.0,0.0,66.0
