accuracy,loss,val_accuracy,val_loss
0.407196968793869,1.3195911645889282,0.5190380811691284,1.1000298261642456
0.46557486057281494,1.2100056409835815,0.5821643471717834,0.9407408237457275
0.48741087317466736,1.1613495349884033,0.5450901985168457,0.9628233909606934
0.5027852058410645,1.138088583946228,0.5911823511123657,0.9158872961997986
0.523841381072998,1.1041635274887085,0.5921843647956848,0.8990606665611267
0.52194744348526,1.0841381549835205,0.594188392162323,0.8740825057029724
0.5323083996772766,1.0625529289245605,0.6012024283409119,0.8766368627548218
0.5384358167648315,1.0457942485809326,0.5991984009742737,0.8809010982513428
0.5347593426704407,1.0387566089630127,0.5911823511123657,0.8584952354431152
0.5552584528923035,1.018430233001709,0.6012024283409119,0.8850831389427185
0.5487967729568481,1.0237725973129272,0.5931863784790039,0.8703851103782654
0.5428921580314636,1.01217782497406,0.6002004146575928,0.8822935819625854
0.5426693558692932,1.0210646390914917,0.5911823511123657,0.857877254486084
0.5427807569503784,1.00597083568573,0.608216404914856,0.8603149056434631
0.5426693558692932,1.0203827619552612,0.5871743559837341,0.8391375541687012
0.553810179233551,1.0030126571655273,0.6002004146575928,0.8539503216743469
0.5542557835578918,0.9996383786201477,0.5831663608551025,0.8542020916938782
0.5539215803146362,1.0002977848052979,0.5991984009742737,0.8572186231613159
